Id,favorite_count,party,retweet_count,text
388,109.0,ppc,70.0,El PP Badalona exige el cese de un cargo municipal por insultar a los ciudadanos  vía @Elperiodico
389,5905.0,jxcat,4115.0,"🔴 Reportajes @teleSURtv: ""Relato de lo inexistente. El Estado español crea el discurso de la violencia para justificar sus actuaciones y legitimizar la guerra sucia contra el independentismo"".

#RelatoInexistente #1oct #FreeTothom

 "
390,967.0,ppc,540.0,"Hace un rato me ha llamado a consultas el Presidente del @parlamentcat sobre posible investidura de Jordi Sánchez, actualmente en prisión. Le he dicho que empiece la ronda de llamadas por el juez Llarena. El independentismo sigue persistiendo en el bloqueo."
391,91.0,comuns,73.0,"Catalunya ha de recuperar la seva vocació històrica com a motor de canvi i progrés, també en relació a l'Estat. Ens veiem a les 11:30 a l'UPF! "
392,4966.0,jxcat,1576.0,"Molts d'ànims i tot el suport! Quan la llibertat d'expressió és amenaçada, la democràcia recula. "
393,764.0,cs,483.0,"Sánchez debe rectificar, dejar de mirar hacia otro lado y defender los derechos de millones de catalanes que vuelven a ser pisoteados por este Govern separatista. Debe empezar recurriendo la resolución aprobada hoy en el Parlament 👇 "
394,11.0,psc,9.0,La Generalitat denuncia que el modelo de financiación sigue perjudicando a Catalunya  @lavanguardia 
395,1691.0,erc,541.0,"La justícia d Llarena només s’inspira en la crueltat, en la venjança i en la voluntat d’escarmentar pensant q fent tot el mal q poden als líders republicans la ciutadania espantada deixarà córrer la República. Savis, però alhora tontos ignorants d la resistència d Catalunya."
396,12.0,psc,5.0,Neix “Nosaltres Barcelona”. Benvinguda tota iniciativa que ajudi enriquir un debat plural pel futur de la ciutat 🌈 
397,40.0,comuns,12.0,"Donem la benvinguda al 33è Campionat d'Europa LEN de Waterpolo, del 14 al 28 de juliol! Barcelona és una ciutat que estima l'aigua i l'esport. De nou projectem les @PBPicornell al món #WP2018BCNpp "
398,47.0,ppc,20.0,"📻 Esta noche, a partir de las 22:10h, me entrevistan en @linternacope. ¡Os espero! "
399,692.0,ppc,400.0,"Este comentario del vicepresidente del @parlamentcat es el mejor ejemplo del tipo de gobernantes independentistas que hoy tiene Cataluña. Visión totalitaria, uniforme y excluyente. Alemania, principios de los años ‘30 "
400,8631.0,jxcat,3426.0,"Aquesta Diada hem d'omplir més que mai els carrers de Barcelona de llibertat, democràcia, pau i república. Som-hi! #FemLaRepublicaCatalana "
401,429.0,comuns,289.0,"Si es confirma una nova injustícia, una injustícia per tots els que estan a la presó, una injustícia per un país que ha de poder mirar i construir el futur
"
402,168.0,ppc,189.0,"Els intolerants han intentat provocar un incendi a la seu del @PPCatalunya. 
No ens intimiden amb violencia, seguirem defensant la democracia, la llibertat i la pluralitat de la nostra societat. "
403,431.0,comuns,132.0,Vull donar les gràcies a totes les persones de Podem per aquest honor i aquesta responsabilitat. Gràcies per la confiança en l'equip d'@ambtumespodem. Ens posem en marxa perquè res aturi el canvi que necessitem totes i tots. Recomencem ;)
404,3.0,ppc,4.0,"Moody's rebaja un escalón el 'rating' catalán por ""la debilidad de su posición fiscal"" - elEconomista.es "
405,61.0,psc,54.0,L'enfrontament entre independentistes avui ha dificultat el normal funcionament de les institucions  #Parlament
406,157.0,erc,157.0,"Avui 600 juristes donen suport al referèndum. I és que, per molt que alguns s'entestin a negar-ho, el referèndum és legal i legítim! SEGUIM! "
407,1014.0,cs,532.0,"Hoy @Albert_Rivera y @lugaricano escriben sobre la degradación de las instituciones de los Dedazos de Sánchez👇🏻

""El Estado es un instrumento para proteger derechos y garantizar servicios a los españoles, no un botín a repartir” #Ineptocracia  
"
408,57.0,psc,30.0,"Los refugiados devuelven más de lo que reciben, Miguel Angel Criado | Ciencia | EL PAÍS "
409,1104.0,cs,662.0,Todo mi apoyo a @pilar_vtomas ante estos comentarios intolerables de un señor que es alcalde de Valladolid y portavoz de la Ejecutiva del PSOE. ¿Le exigirá Sánchez alguna responsabilidad? #OscarPuenteDimision 
410,4.0,psc,3.0,"Enfortir la Barcelona real, la ciutat metropolitana, en un món de ciutats. Treballar conjuntament per a combatre el canvi climàtic, atraure inversions, desplegar polítiques culturals compartides. Interessants reflexions de @Xbrudesala a @elperiodico  👇🏼"
411,76.0,psc,40.0,"Condemna contundent davant de qualsevol mostra d’homofòbia a Barcelona i arreu. Barcelona és una ciutat orgullosa i diversa, els intolerants no hi tenen lloc. Cc: @OCL_H  @socialistesLGTB 👇🏼"
412,5569.0,jxcat,2222.0,"Gràcies per defensar els nostres drets i persistir en la denúncia de situacions inacceptables en l'Europa del segle XXI. Volem una UE a l'avantguarda dels Drets Humans, i amb les millors pràctiques democràtiques. "
413,1347.0,jxcat,407.0,"Foto de la construcció del famosíssim i retratadíssim pont neogòtic que uneix el Palau de la Generalitat amb les Cases dels Canonges, de Rubió i Bellver, inaugurat el dia de Sant Jordi de 1928 (del llibre “El Palau...”, Marià Carbonell dir.) "
414,151.0,erc,111.0,"Hi ha interès a amagar que per llei el sostre de despesa cal que passi pel Congrés i pel Senat, és a dir només tirarà endavant si @PSOE i @PPopular es posen d’acord com en anys anteriors. No depèn, doncs, de la resta de grups atenent la majoria absoluta del PP al Senat."
415,1505.0,cs,824.0,"Tras la huida de empresas en Cataluña, siguen las malas noticias. No hay lazo ni estelada tan grande como para tapar todo el daño que el separatismo está haciendo a nuestra tierra "
416,923.0,erc,369.0,"Al #PleDemocràcia hem aprovat la Llei del Referèndum, amb la qual totes i tots exercirem el nostre dret a l’autodeterminació. DEMOCRÀCIA! "
417,1886.0,erc,1818.0,"Cal no oblidar aquestes paraules tan solidàries d l'alcalde E. Lorca d Sant Andreu d la Barca @socialistes_cat enmig d'aplaudiments: ""Si salen los Jordis o los consellers, a mi... si salen bien y sino... pues ellos sabrán""."
418,1407.0,cs,761.0,"🎙El problema no es que Torra diga que va a atacar al Estado, sino que ya lo está haciendo. Sánchez se equivoca de aliados. Hay que requerir a los supremacistas a acatar y cumplir la Constitución y, si se niegan, aplicarla con el 155 para proteger los derechos de todos. "
419,394.0,erc,632.0,"Diu que els serveis @emergenciescat i @govern habitualment menteix sobre els ferits @toni_comin 
És el Ministre d'Exteriors @AlfonsoDastisQ "
420,155.0,psc,96.0,"Iceta lamenta que PP y PDeCAT hayan optado ""por las posiciones más extremistas"" "
421,2143.0,cs,983.0,"Todo mi apoyo a @JovesSCC ante estos violentos totalitarios. Los demócratas debemos estar unidos ante los enemigos de la libertad, la convivencia, la pluralidad política y, en definitiva, la democracia. #NoNosCallaran "
422,93.0,psc,54.0,"Sánchez: “Haremos que se cumpla la ley, pero también apostamos por el diálogo en Cataluña”, Miquel Alberola  via @elpais_espana"
423,65.0,comuns,29.0,"Barcelona s'omple de figures retòriques, mots, versos i poesia fins al 16 de maig. Veniu a gaudir d'una de les manifestacions culturals més boniques de la ciutat! Tota la programació de #BCNPoesia18 aquí:  "
424,212.0,erc,59.0,"Si govern @psoe @sanchezcastejon vol el suport @esquerra x exhumar Franco cal q es comprometi en l’anul.lació d la sentència President Companys, símbol d milers catalans i espanyols afusellats. Fer el q en 2004 van dir q farien i després s’hi negaren. Ens mantindrem coherents!"
425,2074.0,cs,1522.0,Esto es lo que tiene que vivir cada día @InesArrimadas y los compañeros de @CiutadansCs en Cataluña por defender la unión y la igualdad de todos los españoles. Pero para Sánchez los separatistas son socios y los constitucionalistas el problema. 
426,1326.0,cs,423.0,Gracias a todos los que nos habéis acompañado hoy para reivindicar la democracia un año después del golpe perpetrado los días 6 y 7 de septiembre. Gracias a los que seguís luchando con nosotros por una Cataluña de todos. #NuncaMás 
427,1098.0,jxcat,346.0,"Un país no es fractura per un debat polític, sinó per les desigualtats, per la bretxa que es pot obrir entre la gent que pot tirar endavant i la que no. Treballem per revertir aquestes situacions. Avui he visitat el CAP La Mina per agrair la feina als professionals de la salut. "
428,294.0,comuns,151.0,"Sento un profund rebuig cap a determinades afirmacions que menyspreïn algú pel simple fet de sentir-se, per exemple, espanyol o català. Ho explico a facebook.
Llibertat, igualtat, fraternitat.
#InvestiduraTorra #investiduraTV3
 "
429,1598.0,ppc,530.0,"Quiero agradecer al presidente @pablocasado_ el detallazo de celebrar la primera ejecutiva del @PPopular en Barcelona. Un mensaje muy claro a la sociedad catalana y española, así como al propio partido en Cataluña. En nombre del @PPCatalunya GRACIAS!!! "
430,5.0,ppc,17.0,".@raulromeva que vol desobeïr lleis, diu que faran lleis per combatre la corrupció. Suposo que per desobeïrles! #ElDebatTV3"
431,1839.0,erc,794.0,"Bon dia! 
Un veí ha penjat on hem de votar tots els veïns i veïnes de l'escala #emoció #1O "
432,1907.0,cs,992.0,"Ante la situación actual le pregunto a Sánchez, ¿Qué va a hacer desde el Gobierno de España para garantizar los derechos de los catalanes vulnerados reiteradamente por el Govern? ¿Cómo nos va a proteger? "
433,3587.0,jxcat,1218.0,"Empreses com @bonpreuesclat són punteres, ambicioses i aposten pels productes catalans. Tenim un entorn econòmic favorable, però exigeixo a @sanchezcastejon que suspengui ja el decret de fuga d’empreses, que volia provocar una deslocalització que no els va funcionar. "
434,174.0,comuns,144.0,"Demà cal sortir als carrers per dir que #BarcelonaNoEstaEnVenda.

Volem uns lloguers i un habitatge digne. 

No permetrem que venguin les ciutats als fons voltors i especuladors. "
435,4579.0,jxcat,2145.0,"Avui una #MareaPensionista és als carrers per reclamar les #PensionsDignes que l'Estat ha dilapidat, i aquesta tarda hi tornaran per defensar que #SomEscola davant dels atacs furibunds de la caverna. 

L'empoderament ciutadà és el pilar central de la #RepúblicaCatalana "
436,14.0,psc,6.0,"Lola García: “En el ‘procés’ las emociones han desbordado a la política”, Jaume V. Aroca  @lavanguardia "
437,1734.0,jxcat,460.0,"Amb @AlbanoDante76, @Marta_Sibina i @Laura_Haba coincidim en la necessitat de crear un espai de complicitat i acció republicana. Els agraeixo les seves propostes per fer avançar el país amb més justícia i llibertat. "
438,555.0,comuns,244.0,"Ara fa gairebé un any la ciutadania de Barcelona va reaccionar amb solidaritat i omplint els carrers contra la violència i la por. Un any després, fem un homentatge a les víctimes dels atemptats #17A i a la reacció ciutadana obrint aquest web memorial: "
439,1115.0,cs,725.0,"Si el separatismo fue capaz de politizar los actos en recuerdo de las víctimas de los atentados del 17-A, uno se puede imaginar cómo politizan las fiestas populares. Aquí unos ejemplos 👇 "
440,1171.0,comuns,617.0,"Encara que sigui una filtració amb intenció política, la conversa és real i és repugnant. Ningú que parli així pot ocupar cap càrrec públic "
441,5.0,psc,0.0,"La #Mercè2018 tornarà a ser un altre any sinònim de música, de concerts. I enguany ho farà també amb accent portuguès. Us recomano llegir aquest article amb les recomanacions per aquestes festes!  🎻🥁🎷🎺🎸"
442,4052.0,jxcat,836.0,"Colpit per la mort del jove pilot Andreas Pérez després de l’accident ahir al Circuit de Montmeló. El meu condol per a la família i els amics. Trista notícia. Tot el meu suport. Descansa en pau, Andreas."
443,259.0,ppc,121.0,⚫️Condena máxima al asesinato machista ocurrido esta madrugada en #Badalona. Todo mi apoyo y solidaridad a los familiares y amigos de la víctima. 
444,237.0,comuns,77.0,"Les polítiques d retallades i exclusió en sanitat són l’origen d moltes morts i malalties. Gràcies als col•lectius q durant aquests 6anys han lluitat incansablement, avui acaba una d les etapes més fosques. Ara cal q Estat i CCAA treballin ràpid pel retorn a la #sanitatuniversal"
445,24.0,psc,7.0,"@miqueliceta: «Els qui busquen rèdit de l'enfrontament juguen amb foc», Roger Pascual  vía @Elperiodico"
446,30.0,psc,15.0,"A la llibreria On The Road, al carrer de Verdaguer i Callís fem trobada amb comerciants del barri. Una Barcelona per viure necessita protegir comerç de proximitat, seguretat i neteja. Estem al seu costat i expliquem alternatives  "
447,640.0,cs,233.0,Cada septiembre las familias tienen que afrontar la vuelta al cole y gastar centenares de € para pagar los libros de texto. Su gratuidad ya es una realidad en algunas CCAA.Cs quiere suprimir las barreras de acceso a la educación y que este derecho sea una realidad en toda España 
448,73.0,psc,34.0,Vull felicitar Fèlix Larrosa @flarrosa per la seva victòria i també @montseminguez pel seu magnífic resultat. La militància del @lleidapsc ha demostrat el seu tarannà democràtic i participatiu. Lleida guanya amb un socialisme fort. També ho demostrarem a les urnes el maig de 2019 
449,40.0,psc,37.0,Barcelona debe liderar la lucha por los derechos humanos y la dignidad. Las mujeres tienen derecho a no ser prostituidas. Interesante artículo hoy en @LaVanguardia:  @_donesPSC @IgualtatPSC @socialistes_cat @BeaSilva9 @pscbarcelona 👇🏼
450,1.0,ppc,2.0,"Les portes giratòries no existeixen, en el cas de Convergència, estan tots al mateix despatx!

"
451,201.0,comuns,94.0,Moltíssimes felicitats per una lluita admirable i plena de dignitat pels nostres drets front a l'especulació 
452,236.0,comuns,52.0,"L’Esclerosi Lateral Amiotròfica encara no té cura, per això cal invertir molt en investigació i cures. Avui en suport a tots els malalts i malaltes, #fesungestperlela "
453,31243.0,jxcat,27820.0,"If a simple colour is now an offence against the state, what's next? Spanish political police 🚫 #copadelreyfinal "
454,2776.0,erc,915.0,"La #República en femení i feminista, o no val la pena! 
Volem dones amb tots els drets, visibilitzades i prenent decisions polítiques! 
Per això, amb convicció, una llista cremallera, en igualtat d'oportunitats! La foto! ⬇️⬇️ "
455,2177.0,comuns,1302.0,"Desde BCN la más firme condena a la masacre de manifestantes palestinos en #Gaza: ya van 41 asesinados incluidos 6 niños, basta ya! Pediremos a M. Rajoy y a todos los grupos q detengan el comercio de armas con Israel tal y como exige @amnistiaespana! "
456,339.0,erc,129.0,La prueba del algodón del @PSOE Mañana se votará en pleno la moción: “Congréso Diputats insta al gobierno español a establecer un diálogo sin condiciones ni renuncias con el Govern d la G. para obtener una resolución democrática en el conflicto entre el Reino España y Catalunya”
457,798.0,ppc,332.0,"Después de gobernar juntos durante 3 años el PSC ha retirado la confianza a la alcaldesa de la CUP de #Badalona. Ahora los 10 concejales del PP, los 3 del PSC y el único del Cs tenemos la oportunidad de presentar una moción de censura a la CUP. "
458,624.0,cs,320.0,Excelente análisis sobre los aforamientos en el que explica la necesidad de acabar con ellos para eliminar privilegios políticos y avanzar en la regeneración democrática. 
459,198.0,ppc,137.0,"Hoy la “alcaldesa” de la CUP de Badalona ha vuelto mostrar que es una arrabalera. Sin que nadie la invite se presenta en el Institut d’Investigació sanitària Germans Trias i Pujol, le monta un número a @DolorsMM y se marcha ante el estupor generalizado. 🤭🤭 "
460,56.0,psc,34.0,"Avui acompanyo a la gran alcaldessa de l’Hospitalet @nuriamarinlh al Gornal i Bellvitge. Espectacular tasca de transformació social, urbana i progrés econòmic. Els socialistes treballem per a fer ciutats per viure i d’oportunitats per a tothom. #AnemperFeina "
461,197.0,erc,43.0,Bona feina companys i companyes @Esquerra_ERC avui homenatjant el poble de Bolívia en el dia q celebra la Independència i als catalans d’origen bolivià. Visca Bolívia i Visca Catalunya! 
462,11987.0,erc,6667.0,"Un Estat que necessita fer ostatges per intentar aturar una demanda popular només és capaç de generar sofriment però mai resoldrà el problema ni complirà amb els principis democràtics. Són tan dèbils q 
només els queda la força d’empresonar i de separar famílies."
463,224.0,ppc,233.0,En Cataluña los independentistas tienes bloqueado el @parlamentcat.  @CiudadanosCs no puede seguir mirando hacia otro lado. Desde el @PPCatalunya le volvemos a pedir que presente candidatura a la Presidencia para forzar el inicio de los plazos. 
464,290.0,psc,170.0,"PSC-Units reprocha a Torra que vaya ""a un teatro a hacer un monólogo"" y no al Parlament  @Eva_Granados"
465,6456.0,jxcat,1755.0,Un gran honor haver pogut participar en l'acte de l'@assemblea a Palafrugell en suport i solidaritat amb en Jordi Sánchez i tots els presos i exiliats. El moment del Cant dels Indignats ha estat molt emotiu. Gràcies! 
466,6287.0,jxcat,3278.0,"Del hooliganisme, la vexació als #presospolítics i exiliats, la confrontació, la crispació i el menyspreu a les institucions n'heu fet la vostra marca. Enderroqueu amb odi, que nosaltres seguirem construint amb democràcia, esperança, llibertat i drets fonamentals i socials. "
467,2518.0,cs,1175.0,Torra ha ratificado la ilegalidad y la declaración de independencia. Sánchez no debe blanquear al separatismo y normalizar este atropello por mantenerse en Moncloa. No debe reunirse con Torra hasta que abandone la ilegalidad y respete a todos los catalanes 
468,230.0,ppc,121.0,".@RaholaOficial si conocieras un poquito la realidad de tu ciudad sabrías que esa imagen no corresponde a #Badalona. Eso ocurre cuando alguien que lleva toda su vida, no se ha movido del centro de Badalona y se ignora la realidad de los barrios. "
469,2862.0,jxcat,960.0,"With @candundaradasi, a defender of the freedom of press and free speech in Turkey and all around the world, also in Catalonia. Liberty should be a common cause for all democrats everywhere. "
470,149.0,comuns,227.0,"PP y Cs vetaron en el Cogreso hablar de la ley para revalorizar las pensiones. Hoy vetan la propuesta de la #LeyViviendaPAH. 

Llega el bipartidismo de PP y Cs a la Mesa del Congreso que impide cualquier tipo de debate democrático. 

#SeguimosEnPie 

👉🏻  "
471,1084.0,cs,356.0,Aquí otra mujer rompiendo moldes y haciendo historia en el deporte. Enhorabuena campeona!! 
472,3.0,ppc,8.0,".@EnricMillo li retreu a @InesArrimadas que faci el mateix discurs que Mas en matèria de finançament, i llegeix la llei per si no ho ha fet!"
473,290.0,comuns,88.0,"Avui hem inaugurat al Putxet el centre cultural dedicat a la ciència Vil·la Urània, inspirat en el llegat de l'astrònom Josep Comas. Gràcies a la lluita veïnal +3.000m2 d'equipaments són espai referent en programació científica. Per una ciutat on jugar i aprendre grans i petits! "
474,4320.0,jxcat,1714.0,"Confiem que els partits republicans espanyols s’adonin que el canvi radical que necessita Espanya es diu, com a Catalunya ja hem decidit, República.  Aquest és el camí possible de la llibertat, del respecte mutu, de la fraternitat de les Repúbliques catalana i espanyola. "
475,518.0,comuns,218.0,El rescate de las personas del #Acuarius debe ser el primer paso hacia una nueva política migratoria que cumpla los DDHH. Solo así pondremos las bases para una Europa que tenga la dignidad como base.
476,1.0,ppc,3.0,Aquesta tarda de visita al Poble Nou i al mític Casino L'Aliança amb gent del @PPCatalunya del barri. 
477,1045.0,cs,266.0,"Se retira un grande de nuestro motociclismo, triple campeón del mundo e integrante de una generación de pilotos españoles histórica e inolvidable. Gracias por tantos buenos ratos, @26_DaniPedrosa, y mucha suerte. "
478,1211.0,jxcat,440.0,"Republicans catalans i espanyols tenim la porta oberta al diàleg i a les solucions polítiques. Amb @agarzon trobem punts d’entesa en el respecte al dret d’autodeterminació dels catalans, en la defensa dels drets civils i en les lleis socials que aprova el @parlamentcat. "
479,2453.0,cs,1809.0,"Tras “limpieza” en la cúpula de Mossos, reapertura de Diplocat y “embajadas”,  anuncio de nuevas ilegalidades, veto a acto de Cs y ubicación de símbolos que excluyen a media Cataluña, Sánchez premia al Govern quitando controles y planteando más concesiones "
480,283.0,psc,83.0,"#YoconInés, la campaña en Twitter contra el ""acoso machista"" a Arrimadas, El Periódico de Catalunya / Agencias  vía @Elperiodico"
481,28.0,psc,10.0,"Moltes gràcies @sergi_mingote per la feina feta. Company i amic, et desitjo molta sort en el nou camí que emprens 😉 "
482,25.0,psc,6.0,Campions de la #Supercopa! Visca el Barça! Moltes felicitats @FCBarcelona!!! 💙❤️👏🏼🏆 
483,27.0,psc,7.0,"""El más terrible de los sentimientos es el sentimiento de tener la esperanza perdida""
#FedericoGarciaLorca 
#82AñosDelAsesinato "
484,922.0,cs,390.0,"Hemos registrado en el Congreso una ley para que los libros de texto sean gratuitos en toda España, como ya hemos conseguido en otras CCAA. Con esta medida las familias ahorrarán más de 300€ al año #PolíticaÚtilCs "
485,487.0,cs,211.0,Las cargas burocráticas que dificultan las adopciones internacionales han hecho descender drásticamente las peticiones en los últimos 5 años y queremos que el Gobierno agilice los procesos y facilite que las familias puedan dar la bienvenida a sus hijos en el menor tiempo posible 
486,3632.0,jxcat,1211.0,"Agraeixo la sinceritat del president Sánchez, a qui he pogut explicar el compromís amb el mandat de l’1 d’octubre i la declaració política d’independència. Construirem la República independent i exigim respecte democràtic. "
487,1634.0,cs,897.0,Más de 116.000 familias esperan un piso protegido en Cataluña. Esto para Torra forma parte de los “temas menores” porque dice que lo verdaderamente importante en Cataluña es el referéndum de secesión. 
488,13.0,psc,8.0,"Pacto presupuestario de corte social, editorial de El Periódico de Catalunya, 24.08.2018  vía @Elperiodico"
489,901.0,cs,465.0,"“La inviabilidad de este Gobierno es absoluta. Y se confirma que lo único razonable para salir del atolladero político sigue siendo, como antes de la moción de censura a Rajoy, dar la voz a los españoles en las urnas”. Editorial de @elmundoes. "
490,150.0,erc,236.0,"O fem camí cap a la #RepúblicaCatalana o la impunitat dels oligopolis ens asfixiarà. Amb la factura del gas, acabarem pagant això: "
491,1949.0,cs,988.0,Lo anómalo no es retirar símbolos ilegales o ideológicos del espacio público. La anomalía es que un gobierno autoritario como el de Torra intente utilizar a los mossos como policía política. Me alegro de que los fiscales investiguen esta actuación inaceptable. 
492,111.0,erc,175.0,"El que seria una dimissió en un país democràtic, és la presidència d'una comissió al Congrés a l'estat espanyol! "
493,4329.0,jxcat,1797.0,"The #Aquarius case shows again the weaknesses of the EU, too dependent on the narrow interests of states. The protection and defence of human, social and political rights must be at the core of 21st century Europe. It's time to act. "
494,1076.0,cs,260.0,"¡Muchas felicidades a todos los asturianos en el día grande de su comunidad! Este año especialmente señalado, con #CovadongaCentenarios2018 llevando el foco a esta bella tierra, protagonista de la historia de España. ¡¡Disfrutadlo mucho!! #DíaDeAsturias "
495,2173.0,cs,1057.0,"Torra ha ido a la reunión con Sánchez como el “cobrador del lazo” a reclamarle el pago de la hipoteca para seguir en Moncloa. No le hablará de financiación ni infraestructuras sino del procés. Sánchez debe tener claro que no se ha reunido con Cataluña, sino con el separatismo. "
496,918.0,erc,205.0,Avui a la calçotada @cupnacional @Esquerra_ERC amb la companya Lecha a Gavà  amb WillyToledo2012 amic de Catalunya i solidari amb la causa republicana @ERCGava 
497,24.0,psc,14.0,"Avui  molts veïns i veïnes surten avui als carrers de #barcelona pq veuen amb decepció el fracàs del govern Colau per garantir els mínims q una ciutat moderna, democràtica  i cívica ha de tenir: el dret ser escoltats, seguretat pública, civisme o neteja. #TsunamiVeinal15S 
👇🏽 "
498,1940.0,comuns,698.0,"Tot el suport al fotoperiodista @jordiborras davant aquesta agressió als carrers de Barcelona. Barcelona és ciutat antifeixista que rebutja tot tipus de violència 

"
499,880.0,comuns,1170.0,Quan et diguin que Ciutadans és un partit que farà polítiques socials recorda coses com aquestes 👇🏼 
500,1441.0,erc,510.0,"Mai no renunciarem al nostres drets ni defallirem en la reclamació d’un diàleg bilateral amb el govern espanyol per tal d’assolir una resolució democràtica a les demandes expressades de manera permanent a Catalunya.
"
501,14179.0,erc,3315.0,"Em sento a Barcelona, malgrat la distància. Com sempre, el clam és clar, pacífic i multitudinari: som els de la #Llibertat i #democràcia #UsVolemaCasa #LlibertatPresosPolitics"
502,1327.0,cs,639.0,"🎥 Sánchez está ocupando La Moncloa a un precio muy alto que paga España, a costa del futuro de los españoles. Encontrará una oposición serena y firme en @CiudadanosCs. Aquí un resumen de nuestra intervención ayer.👇🏻"
503,14682.0,jxcat,4500.0,"Sortia del Parlament i m’he trobat amb els nois i noies de l’escola Sagrada Família de la La Llagosta. He volgut dir-los que a Catalunya només hi ha una cosa més important que les escoles, els mestres de les nostres escoles. Gràcies, mestres , per ensenyar els nostres fills."
504,606.0,comuns,356.0,"Assumim la responsabilitat. Proposem un acord de Govern amb 5 punts👇

✅ Blindar pressupostos socials 
✅ Fiscalitat progressiva i justa 
✅ Nou estatus polític per a Catalunya
✅ Pacte de claredat per un referèndum acordat
✅ Unitat en la defensa dels interessos de Catalunya"
505,6815.0,erc,5399.0,Un Govern escollit democràticament a la presó i l'extrema dreta circulant impunement... 
506,,,,
507,183.0,comuns,113.0,"Avui ens hem reunit amb l’alcaldessa de Badalona, @mariadolorsa, per donar suport a l’Ajuntament del canvi de #Badalona.  

El PSC ha passat en poques setmanes de fer una moció de censura per fer fora M. Rajoy a pactar amb el PP més excloent d’Albiol. "
508,25.0,ppc,34.0,Sóc català i a mi no em jutgen. #9NNoSomTots       Soy catalan y a mi no me juzgan. #9NNoSomosTodos @PPCatalunya @PPopular
509,352.0,comuns,99.0,"Gràcies veïns i veïnes de Sant Andreu per omplir de reivindicacions, propostes, solucions i projectes aquesta tarda de #TrobadesAlcaldessa. Un veïnat que estima el seu barri i la seva ciutat és un orgull per BCN! "
510,2296.0,cs,1648.0,Un día entero de ‘fiesta’ en Navarra de acoso a la @guardiacivil y homenaje a ETA. Es una vergüenza que se consienta esta humillación a las víctimas y a nuestros agentes. El nacionalismo campa a sus anchas contra la democracia española. 
511,2528.0,cs,1335.0,Sánchez abandona a quienes defienden al Estado en Cataluña. El alquiler de Moncloa es demasiado caro para España: un Gobierno interino claudicante ante los supremacistas que dieron un golpe de Estado contra nuestra democracia. Los españoles deben tomar la palabra. #Eleccionesya
512,184.0,ppc,93.0,"Ahora resulta que un tribunal regional de Alemania  condiciona el trabajo, la autoridad y la legitimidad de  todo un TS.  La respuesta política del gobierno de @sanchezcastejon a esta humillación no puede, ni debe ser mirar hacia otro lado. @lavanguardia "
513,412.0,comuns,159.0,"Quan diem q la recerca científica ha d rebre el recolzament econòmic, tècnic i humà de totes les institucions és per notícies com aquesta. Moltes felicitats i gràcies a l'equip d @vallhebron per aquesta gran descoberta en la lluita contra el càncer "
514,3069.0,erc,1028.0,"Gràcies! Gràcies a tants i tants @AlbanoDante76 i orgullosos de la nostra immersió lingüística, la de tothom. 
"
515,17.0,ppc,13.0,"Ni és President, SI està fugit, no viu a Belgica, i SI està reclamat per la justícia: 4 mentires en un tuit!
Hi ha qui mentir constantment no li suposa cap esforç. "
516,228.0,erc,119.0,"No us perdeu aquest article de @SergiSoliBros parlant de @gabrielrufian Emoció i convicció d’una Catalunya de tothom i per a tothom!
"
517,773.0,cs,350.0,"Sánchez confiesa que no quiere que el Valle de los Caídos sea lugar de reconciliación, en contra de lo aconsejado por los expertos. Yo sí estoy de acuerdo con ellos: debe ser un cementerio nacional que una a los españoles sin el dictador y sin bandos, para mirar al futuro juntos. "
518,5340.0,cs,3613.0,"Un radical separatista ha agredido de gravedad a la pareja de un compañero de Cs por quitar lazos amarillos. Mi firme condena, y todo mi apoyo a Lidia. La Cataluña supremacista de Torra entra en deriva peligrosa, el Estado debe proteger a los ciudadanos ya "
519,5496.0,comuns,2520.0,En un sólo día 2 mujeres y dos niñas asesinadas por machismo: ¡MALDITA SEA! ¿Dónde está el gobierno? ¿Y los jueces? ¿Y la policía? ¿Por qué no se decreta estado de emergencia y duelo nacional? ¿Se imaginan cómo sería la reacción con un atentado por fanatismo? #NiUnaMenos!
520,1668.0,cs,1027.0,"Torra anuncia: “seguir avanzando en el proceso constituyente y el de construcción republicana""; “solo obedecer lo que decida el Parlament""; ""recuperar el contenido de las leyes suspendidas por el TC"" e iniciar un ""proceso constituyente"". Más de lo mismo!! "
521,2.0,ppc,0.0,"No sé si acompanyo els nens al campus d'estiu, o a caçar pokémons!! #PokemonGoSpain"
522,9.0,psc,3.0,"L’enhorabona @annaterronc per l’oportunitat de posar tot el teu coneixement, la teva experiència i bagatge en relacions internacionals el servei d’estrènyer els nostres llaços amb els països germans d’Iberoamerica "
523,95.0,erc,105.0,"C's justifica investidura de Rajoy pq ara sí que farà reformes.
L'immobilisme oligàrquic no té cap incentiu pel canvi! 
No cola!
#Parlament"
524,4698.0,erc,1336.0,"Avui serem al Tribunal Suprem per fer costat als companys empresonats i convertits en ostatges. La violència d’Estat sempre acaba essent el recurs imprescindible per a qui nega el diàleg, la negociació i opta per rebutjar les demandes democràtiques."
525,6842.0,cs,4288.0,"Una persona que hubiera dicho estas barbaridades de cualquier otra nacionalidad, raza o etnia no podría ser Presidente de la Generalitat. Pero aquí humillar y vejar a los catalanes que nos sentimos españoles y al resto de ciudadanos de España sale gratis. Pena inmensa "
